qid,question,answer,generated_answer,factuality,faithfulness,collapsed,Unnamed: 7,備考,query,score_pr,score_re,score_f1,pr_score,re_score,f1_score
QA20CAPR-0197,もともとは競馬で1番の馬の場所に棒を立てていたことに由来する、モータースポーツで予選最高位だった選手が獲得できる最前列のスタート位置を何というでしょう?,ポールポジション,ポールポジション(決勝),1,,,,,,,,,0.2380001624425252,0.27178161541620877,0.2554431080818179
QA20CAPR-0199,「ラティーノ」と呼ばれることもある、スペイン語を母国語とする中南米などからアメリカに移住してきた移民及びその子孫のことを何というでしょう?,ヒスパニック,メキシコ系アメリカ人(メヒコ系アメリカ人),0,,,,,,,,,0.24763337771097807,0.2581481178601586,0.2572057425975793
QA20CAPR-0201,その期間は一般的に1337年から1453年までとされる、かつてフランスとイングランドの間で起こった戦争は何でしょう?,百年戦争,百年戦争,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0203,薬物を使用した際に現れる、本来の病気を治す作用とは別の作用のことを一般に何というでしょう?,副作用,"副作用(adverse p副作用)とは、薬物の使用によって引き起こされる有害な影響のことです。
副作用は、治療目的とは異なる効果をもたらすことがあります。
","1,1",,,,,,,,,"0.14137944380442294,0.15450859069824177","0.08353904684384728,0.19278268218040426","0.11358760396639477,0.17420845627784698"
QA20CAPR-0205,「白鷺城」という別名でも知られる、1993年に世界遺産に登録された兵庫県の城はどこでしょう?,姫路城,姫路城,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0207,主にアコヤ貝という貝によって養殖され、匁という単位によって重さが表される宝石は何でしょう?,真珠,"真珠です。
",1,,,,,,,,,0.15506447950998992,0.08203766942024215,0.12101284066836075
QA20CAPR-0209,英語で「弾く」という意味がある、タッチパネルで、文字を入力する時に指をなどスライドさせる方法といえば何でしょう?,フリック入力,"タップル・タイピング・モードです。
",0,,,,,,,,,0.2851004183292382,0.26274618307749464,0.27825271884600344
QA20CAPR-0211,日本では辻口博啓、鎧塚俊彦などの人物が有名な、お菓子専門のシェフを意味する言葉は何でしょう?,パティシエ,"パティシエ」です。
",1,,,,,,,,,0.23447170058886235,0.293574213981628,0.26543766657511414
QA20CAPR-0213,アフリカでの野生動物による犠牲者はこの動物のものが最も多いとされている、英語では「ヒポポタマス」という動物は何でしょう?,カバ,象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙海岸象牙,0,,1.0,,,,,,,0.45453023215135,0.35339741110801687,0.4106073041756945
QA20CAPR-0215,カーディフを首都とする、イングランド・スコットランド・北アイルランドとともにイギリスを構成している国は何でしょう?,ウェールズ,"ウェールズです。
",1,,,,,,,,,0.2166018863519033,0.17239291469256046,0.19555356303850835
QA20CAPR-0217,フランスのパリにある美術館で、レオナルド・ダ・ビンチの名画『モナリザ』が収められていることで有名なのはどこでしょう?,ルーヴル美術館,ルーブル美術館,1,,,,,,,,,0.012513091166814413,0.013187833627065201,0.012856018543243572
QA20CAPR-0219,「ワイシャツ」の「ワイ」が表す言葉の意味は何でしょう?,白,"襟飾り。
",0,,,,,,,,,0.24660893678665113,0.26442061662673916,0.25602204799652106
QA20CAPR-0221,昭和33年、ビール製造のベルトコンベアをヒントに大阪の経営者が考案した、客の前に皿に乗った寿司が流れてくるタイプの寿司屋を普通何というでしょう?,回転寿司,"回転寿司屋」といいます。
",1,,,,,,,,,0.10821741024653084,0.12584865490595482,0.11834930976231856
QA20CAPR-0223,英語ではソーセージそのものを指す言葉としても使われる、温めたフランクフルトソーセージを細長いパンに挟んだ料理は何でしょう?,ホットドッグ,"ホットドッグロール。
",0,,,,,,,,,0.2757029732068377,0.31532496809959426,0.29622783859570784
QA20CAPR-0225,オーストラリアのAリーグ、韓国のKリーグクラシック、日本のJ1リーグといえば、何というスポーツのプロリーグでしょう?,サッカー,"サッカーです。
",1,,,,,,,,,-5.960464442844593e-08,-5.960464442844593e-08,-5.960464442844593e-08
QA20CAPR-0227,童話『ちびくろさんぼ』において、ぐるぐる回ったトラが変化した食材は何でしょう?,バター,"にんにくです。
",0,,,,,,,,,0.1343835016091668,0.076375953356425,0.10788714687029567
QA20CAPR-0229,細菌学者サーモンに由来した名を持つ、食中毒の原因となる細菌の一つは何菌でしょう?,サルモネラ,"黄色ブドウ球菌(Staphylococcus aureus)です。
",0,,,,,,,,,0.29995350241661095,0.2960013329982757,0.3015367269515989
QA20CAPR-0231,根が人のような形をしており、引き抜くと悲鳴を上げるという伝説で知られる、錬金術の原料や薬草として使われたという植物は何でしょう?,マンドレイク,オウムガイの殻,0,,,,,,,,,0.19199139873186744,0.26464676459630343,0.2364003141721093
QA20CAPR-0233,1991年に第1作が稼働した、テリー・ボガードなどのキャラクターが登場するSNKの格闘ゲームは何でしょう?,餓狼伝説,"龍虎の拳2です。
",0,,,,,,,,,0.17218387524286988,0.10808146794637066,0.14236217935880058
QA20CAPR-0235,「Google Chrome」や「Internet Explorer」など、インターネットの情報を閲覧するためのソフトを総称して何というでしょう?,ウェブブラウザ,"ブラウザーソフトウェアと呼びます。
",1,,,,,,,,,0.21416658759117096,0.29603832960128734,0.2576326409975687
QA20CAPR-0237,約25%という非常に高い塩分濃度を持つことで知られる、イスラエルとヨルダンの境にある湖は何でしょう?,死海,死海,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0239,タイやマレーシアなどの国で盛んに行われている、3人一組のチームがネットを挟んで足や頭を使ってボールを打ち合う球技は何でしょう?,セパタクロー,"フットゴルフ」です。
",0,,,,,,,,,0.3009614129861199,0.28832109173138976,0.295682873328527
QA20CAPR-0241,2008年に夏のオリンピックが開催された都市はどこでしょう?,北京市,"北京です。
",1,,,,,,,,,0.2713777959346772,0.36328572432200146,0.32460576693217036
QA20CAPR-0243,その名前は「Speech Interpretation and Recognition Interface」の略である、iOSに搭載されている音声認識アシスタントは何でしょう?,Siri,"Siriです。
",1,,,,,,,,,0.005447413523992126,0.008048882087071926,0.006811789671580179
QA20CAPR-0245,ギリシャ文字の「オメガ」を使って表される、電気抵抗の単位は何でしょう?,オーム,"Ω(オメガ)です。
",1,,,,,,,,,0.12108992139498362,0.10362866520881645,0.11271335283915214
QA20CAPR-0247,1943年に『姿三四郎』でデビューした、『生きる』『七人の侍』などの作品でも知られる日本を代表する映画監督は誰でしょう?,黒澤明,黒澤明,1,,,,,,,,,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08
QA20CAPR-0249,クリスタルレイクのキャンプ場で起こる惨劇を描く、殺人鬼ジェイソンが登場するホラー映画シリーズといえば何でしょう?,13日の金曜日 (映画),"13日の金曜日です。
",1,1,,,,,,,,0.10225968758265142,0.18762674629688247,0.14989549318949397
QA20CAPR-0251,世界遺産の中でも自然遺産と文化遺産の両方の価値を備えたものを何というでしょう?,複合遺産 (世界遺産),複合遺産,1,1,,,,,,,,0.10615893403689076,0.2723137895266214,0.201890218257904
QA20CAPR-0253,日本国憲法第38条1項に規定されている、自分にとって不利益な供述を強要されない権利を何というでしょう?,黙秘権,黙秘権,1,1,,,,,,,,0.16016147931416813,0.2109896898269648,0.18643939495086728
QA20CAPR-0255,マンションの中でも、建築家のこだわりが前面に現れた特徴的な意匠のものを特に何マンションというでしょう?,デザイナーズマンション,ザ・パークハウス西麻布霞町,0,,,,,,,,,0.16178767681121847,0.21476405262947057,0.18922236363093028
QA20CAPR-0257,そのタイトルは「ファーストキスの長さ」を意味している、2015年にリリースされたHKT48の5枚目のシングルは何でしょう?,12秒,桜の花びらたち/Teacher Teacher Strawberry Train/ノースリーブス,0,,,,,,,,,0.4831071883440018,0.4330462098121643,0.465784395734469
QA20CAPR-0259,グリム童話『狼と七ひきの子やぎ』で、狼が声をきれいにするために食べたものは何でしょう?,チョーク,"パンくず。
",0,,,,,,,,,0.2015225887298588,0.2017902374267571,0.20166152517000768
QA20CAPR-0261,青森県の国道339号線は、途中にこれがあることが一部で知られている、普通は、建物の階と階とを移動するために設置されているものといえば何でしょう?,階段,"エレベーターです。
",0,,,,,,,,,4.569689437960989e-08,4.569689437960989e-08,4.569689437960989e-08
QA20CAPR-0263,歌舞伎俳優や落語家が、自分の父や師匠の名前を継承することを何というでしょう?,襲名,"襲名披露公演(かぶきへんけいえんだん)といいます。
",0,,,,,,,,,0.33907721042633016,0.15891063213348416,0.2656097292900078
QA20CAPR-0265,グレートサンディ砂漠やグレートビクトリア砂漠がある、南半球の国はどこでしょう?,オーストラリア,オーストラリア,1,,,,,,,,,0.09984229604403227,0.18448390165964768,0.14492429892222114
QA20CAPR-0267,村人の兵十といたずらものの狐を主人公とする、新美南吉の児童文学は何でしょう?,ごん狐,"ごんぎつねです。
",1,,,,,,,,,0.24214312632878604,0.3999897718429566,0.3456246038277946
QA20CAPR-0269,創設者アンリ・デュナンの出身国であるスイスの国旗を反転させたマークを使用している、国際的な人道支援団体は何でしょう?,赤十字社,"赤十字社です。
",1,,,,,,,,,0.17700359423955284,0.24387658039728805,0.2126409947872155
QA20CAPR-0271,新聞や雑誌などでスクープすることを「スッパ抜く」といいますが、この「スッパ」とはどんな人のことを指すでしょう?,忍者,"足の裏を見せること。
",0,,,,,,,,,0.29115642309188805,0.29902645548184736,0.2979778945446008
QA20CAPR-0273,叩くと音がするほど堅く編んだところからその名がついた、麦わら帽子の一種は何でしょう?,カンカン帽,コルク帽,0,,,,,,,,,0.20011870066324827,0.2600105802218115,0.23297011057535869
QA20CAPR-0275,最後は豊臣秀吉の怒りを買い切腹させられたという、わび茶の概念を大成させた安土桃山時代の有名な茶人は誰でしょう?,千利休,千利休,1,,,,,,,,,-2.3841857867135108e-07,-2.3841857867135108e-07,-2.3841857867135108e-07
QA20CAPR-0277,19世紀にロンドン動物園で飼育されていたアフリカ象に付けられた名前で、現在では大きなもの、特に大型旅客機を指す言葉になっているのは何でしょう?,ジャンボ,"ジャンボジェット機」です。
",0,,,,,,,,,0.16908264160156303,0.09153074026107741,0.13203549385070756
QA20CAPR-0279,クリスマスによくドアなどに飾られる、花や枝を編みこむように作った円形の飾りを何というでしょう?,リース (装飾),リースリング・リング・オブ・ライト,0,,,,,,,,,0.2634591360886891,0.3210002601146696,0.2937961757183076
QA20CAPR-0281,古代ローマが共和政から帝政へと移行する転機となった、紀元前31年、オクタビアヌスがアントニウスとクレオパトラ連合軍を破った戦いを何というでしょう?,アクティウムの海戦,アクタイオンの戦い(紀元前30年),0,,,,,,,,,0.26537787119547507,0.21176981131235764,0.23951744635899863
QA20CAPR-0283,第1回のノーベル物理学賞を受賞した、X線の発見者であるドイツの物理学者は誰でしょう?,ヴィルヘルム・レントゲン,アーネスト・ラザフォード,0,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0285,兵法書の『五輪書』を残したことでも知られる、佐々木小次郎との「巌流島の決闘」で有名な剣豪は誰でしょう?,宮本武蔵,宮本武蔵,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0287,ゲームクリエイターの薗部博之が開発した、「ダビスタ」の通称で親しまれている競馬シミュレーションゲームシリーズは何でしょう?,ダービースタリオン,ダービースタリオン2,0,,,,,,,,,0.07149947484334332,0.17479783296585058,0.13245306213696778
QA20CAPR-0289,ユダヤ教・キリスト教・イスラム教がともに聖地としている、イスラエルの都市はどこでしょう?,エルサレム,テルアビブ,0,,,,,,,,,0.21194724440574703,0.22046277523040858,0.216231536865234
QA20CAPR-0291,弟に同じく作家の精二を持つ、『春琴抄』『細雪』などの作品で知られる人物といえば誰でしょう?,谷崎潤一郎,谷崎潤一郎,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0293,得意になってうぬぼれることを、ある妖怪に例えて「何になる」というでしょう?,天狗,"化け物になる。
",0,,,,,,,,,0.22206061482429465,0.1414736628532406,0.18381805022557632
QA20CAPR-0295,家電製品の「アイロン」と、ゴルフクラブの「アイアン」は、ともにどんな金属を意味する言葉でしょう?,鉄,鉄,1,,,,,,,,,0.21226927638053872,0.28840721646944684,0.2525068600972495
QA20CAPR-0297,ホール・エルー法などによってボーキサイトから製造される、1円玉の原料になっている金属は何でしょう?,アルミニウム,アルミニウム,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0299,日本語では「立体派」と呼ばれる、ジョルジュ・ブラックやパブロ・ピカソによって創始された20世紀の美術運動は何でしょう?,キュビスム,キュビズム,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0301,ウニやイクラが代表的な、シャリの横側をぐるりと海苔で巻き、上にネタを載せた寿司の一種を何というでしょう?,軍艦巻,軍艦巻き(海苔巻き),1,,,,,,,,,0.197734598318736,0.3008638064066577,0.2533331930637363
QA20CAPR-0303,1994年にシングル『LOVE YOU ONLY』でCDデビューした、テレビ番組『ザ!鉄腕!DASH!!』への出演で知られるアイドルグループは何でしょう?,TOKIO,SPEED,0,,,,,,,,,0.280960913499196,0.30174106657505,0.29326780239740996
QA20CAPR-0307,江戸川乱歩の小説で、怪人二十面相と対決する、探偵の名前は何でしょう?,明智小五郎,明智小五郎,1,,,,,,,,,0.004652184247970592,0.010149478912353516,0.007692168156305967
QA20CAPR-0309,七福神の中で唯一実在したといわれる神様で、大きな袋を背負った太鼓腹の僧侶として描かれるのは何でしょう?,布袋,"布袋尊(ほていそん)です。
",1,,,,,,,,,0.26170027852058386,0.2032967865467073,0.23440578381220478
QA20CAPR-0311,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,ハンバーグ,"ハンブルガー・フライシュバインです。
",0,,,,,,,,,0.39140506585439017,0.4313153803348542,0.41332603494326275
QA20CAPR-0313,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,エージシュート,"パーセーブ・ザ・チルドレン・オブ・ゴルフ(PGA)」といいます。
",0,,,,,,,,,0.3430324733257288,0.2257497946421302,0.3131207903226222
QA20CAPR-0315,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,桜島,桜島,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0317,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,魔界村,"ロックマン2です。
",0,1,,まあゲームだし関係ある？,,,,,,0.15270950992902177,0.10151338179906236,0.12786215941111198
QA20CAPR-0319,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,ネッシー,プレシオサウルス・ロムスボプテリックス,0,,,,,,,,,0.41503526767095006,0.4301363547643029,0.4251175840695703
QA20CAPR-0321,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,内藤大助,内藤 大毅,0,,,,,,,,,0.3447859942913057,0.3799816211064655,0.36357244849205
QA20CAPR-0323,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,任天堂,"任天堂株式会社です。
",1,,,,,,,,,0.13175010283788052,0.0708296398321788,0.10417179465293865
QA20CAPR-0325,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,比熱容量,"ジュール/kg(cal) = 1/10^(3) = 1/20です。
したがって、答えは1/20です。
","0,0",,,,,,,,,"0.29462595780690465,0.20163373549779312","0.2620709578196213,0.2050488154093426","0.27873600721359193,0.20335258046785953"
QA20CAPR-0327,フランスではウェディングケーキとして食べられることもある、小さなシュークリームを積み重ねて作られたケーキのことを何というでしょう?,クロカンブッシュ,フォレ・デュ・シュー・ド・ラ・クレーム・デ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・ルージュ・エ・コルヌ・ヴィヴァン・デュ・,0,,1.0,,,,,,,0.245441379149755,0.22575506567955014,0.2359246532122295
QA20CAPR-0329,1950年代に日本の映画業界で使われた宣伝文句がその語源である、毎年4月末から5月にわたる大型連休の通称は何でしょう?,ゴールデンウィーク,"ゴールデンウィーク。
",1,,,,,,,,,0.011459598938624208,0.02523293892542537,0.019055293003718235
QA20CAPR-0331,背中に青い印が付いた「良いオバケ」と赤い印が付いた「悪いオバケ」の駒を取り合っていく、ドイツ語で「幽霊」という意味があるボードゲームは何でしょう?,ガイスター,トリック・オア・トリート・オバケ・ナイトメア,0,,,,,,,,,0.21394931674003542,0.1633431712786353,0.19123403032620714
QA20CAPR-0333,童謡『かわいい魚屋さん』で、かわいい魚屋さんが売っている4つとは、大鯛、小鯛、タコと何でしょう?,サバ,"金目鯛です。
",0,,,,,,,,,0.006293165683746542,0.0035538911819460103,0.004989558458328457
QA20CAPR-0335,土木・建築工事において、高い所での作業を得意とする職人のことを、ある鳥の名前を用いて何というでしょう?,鳶職,"鳶職(とびしょくにん)と呼ばれています。
",1,,,,,,,,,0.1581511497497564,0.07318161924680033,0.11831431587537171
QA20CAPR-0337,2015年の「よしもと男前ブサイク芸人グランプリ」の「ぶちゃいく部門」で3年連続となる1位を獲得し殿堂入りを果たした、箕輪はるかとともにお笑いコンビ「ハリセンボン」を結成している人物は誰でしょう?,近藤春菜,近藤春菜,1,,,,,,,,,0.20109355449676486,0.2174618244171147,0.20936238765716614
QA20CAPR-0339,慣用句で、生きている内は黒い状態であり、怒ったときには角を立て、厳しく監視する時には光らせる、体の部分はどこでしょう?,目,"頭蓋骨と脊椎です。
",0,,,,,,,,,0.1480570872624716,0.10521092017491619,0.1559051493803657
QA20CAPR-0341,カレーライスの付け合わせとしてよく用いられる、別名を「オオニラ」や「サトニラ」という食べ物は何でしょう?,ラッキョウ,"ラッキョウです。
",1,,,,,,,,,0.29778082370758,0.30332054098447186,0.30064624349276203
QA20CAPR-0343,「かわわらわ」がなまってそう呼ばれるようになったとも言われ、漢字でも「かわわらわ」と書く、伝説上の生き物といえば何でしょう?,河童,龍蛇族,0,,,,,,,,,0.27444183826446594,0.3282859921455389,0.3024105052153263
QA20CAPR-0345,相撲で、取組前などに力士が口をすすいだりする水のことを何というでしょう?,力水 (相撲),"うがい手当(うがい)といいます。
",0,,,,,,,,,0.1717647969722747,0.18701056440671276,0.18177794615427662
QA20CAPR-0347,色の種類で、サーモンピンクのサーモンは鮭のことですが、コーラルピンクのコーラルはどんな動物のことでしょう?,サンゴ,海藻類,0,,,,,,,,,0.2816452006498978,0.3303272763888037,0.3109379609425862
QA20CAPR-0351,数字の並びによって電卓型と電話型に大別される、フルサイズキーボードの右側に配置されており、数字の打ち込みに特化したキーを何というでしょう?,テンキー,"テンキーパッド(Tank-key pad)です。
",1,,,,,,,,,0.28504931330680866,0.21753590504328418,0.2562887887159982
QA20CAPR-0353,代表作に『うちの大家族』や『信長の忍び』がある漫画家は誰でしょう?,重野なおき,島本和彦,0,,,,,,,,,0.1365908265113832,0.14395400285720866,0.1407407164573673
QA20CAPR-0355,昭和33年に333mの高さで完成した、日本を代表する観光名所ともなっている鉄塔は何でしょう?,東京タワー,東京タワー,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0357,部活に在籍はしているものの、活動にはほとんど参加しない部員を、架空の存在に例えて何部員というでしょう?,幽霊,幽霊部員,1,,,,,,,,,2.0816681711721685e-16,-7.947285760034895e-09,-7.947285760034895e-09
QA20CAPR-0359,かつて新聞が1部4ページだった頃に、3ページ目が社会面だったことに由来する、社会の一般的な事件を取り扱った記事を指す言葉は何でしょう?,三面記事,"三面記事新聞(さんめんじけんしんぶん)とは、19世紀後半から20世紀初頭にかけて、新聞紙上に社会面の3つのセクションを持っていた新聞のスタイルです。
このスタイルは、社会の出来事を広く報道するために新聞が始めたものです。
新聞は、社会の重要なニュースや事件を広く報道し、大衆の注目を集めることを目的としていました。
新聞はまた、社会の様々な側面についての記事も掲載しており、社会の重要な問題に関する論評や解説も含まれていました。
","0,0,1,1",,,,,,,,,"0.3552269876003263,0.25268840988477065,0.2907441318035123,0.2558665911356608","0.2541640082995103,0.2519801298777263,0.25835230350494415,0.24910178383191411","0.3090562601884205,0.2561555643876393,0.27958820064862583,0.2549827535947164"
QA20CAPR-0361,昭和30年に新村出によって初めて編纂された、日本を代表する国語辞典は何でしょう?,広辞苑,"広辞苑です。
",1,,,,,,,,,0.07278699874877895,0.08954050143559739,0.0822157820065815
QA20CAPR-0363,インドネシアでは国技となっている、ネットを挟んでシャトルコックを打ち合う競技といえば何でしょう?,バドミントン,"バドミントンです。
",1,,,,,,,,,0.02325718005498255,0.013659751415252698,0.018658920129140263
QA20CAPR-0365,情熱を表した赤い星と、精密さを表した青い星のマークでおなじみの、プラモデルやミニ四駆の製造で世界的に知られるメーカーは何でしょう?,タミヤ,"タミヤです。
",1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0367,2020年東京オリンピック・パラリンピックの公式エンブレムである、市松模様が特徴的なエンブレムを考案したデザイナーは誰でしょう?,野老朝雄,"野老朝雄氏。
",1,,,,,,,,,0.22373490929603573,0.33907169898351014,0.2881812830766039
QA20CAPR-0369,作家・柳田理科雄の出身地である鹿児島県の島で、JAXAの宇宙センターがあることで知られるのはどこでしょう?,種子島,"種子島宇宙センターです。
",1,,,,,,,,,0.10648136933644642,0.07569376230239849,0.09205703536669402
QA20CAPR-0371,昆虫などが、ほかの生物や無生物などとそっくりの形や色彩、行動をもち、外敵をだます行動を何というでしょう?,擬態,"擬態(ぎたい)とは、周囲の環境に合わせたさまざまな形状や色彩の変化によって、捕食者や獲物から発見されにくくする行為です。
",1,,,,,,,,,0.37747605840365056,0.13421321511268666,0.28113991618156375
QA20CAPR-0373,1900年に自動車での旅行を活性化するために始めたレストランのガイドブックが現在は世界的に広まっている、フランスのタイヤメーカーといえば何でしょう?,ミシュラン,"ミシュランタイヤです。
",0,,,,,,,,,0.13904535770416343,0.07383823394775449,0.10763144493103073
QA20CAPR-0375,1984年に竣工した、大相撲の本場所が行われる東京都墨田区にある施設は何でしょう?,両国国技館,"両国国技館です。
",1,,,,,,,,,0.17361146211624123,0.09425753355026195,0.1357522010803217
QA20CAPR-0377,プロ野球のシーズンオフに行われる選手の引き抜き合戦のことを、ある暖房器具に引っかけて何というでしょう?,ストーブリーグ,"ウィンタースポーツ」と言います。
",0,,,,,,,,,0.19850815335909525,0.2640457868576048,0.2404253502686819
QA20CAPR-0379,矢澤芸術学院に通う高校生の幸田実果子を主人公とする、矢沢あいの漫画は何でしょう?,ご近所物語,"NANAです。
",0,,,,,,,,,0.017389333248138593,0.018004743258158505,0.01778651277224235
QA20CAPR-0381,1991年にグレグ・リチャードソンにTKO勝ちしてWBC世界バンタム級王者となった、「浪速のジョー」の愛称で知られるプロボクサーは誰でしょう?,辰吉丈一郎,山中慎介,0,,,,,,,,,0.32842022180557195,0.3763202756643302,0.3536486546198529
